summary_version,scenario,diagnostic,kappa,bin,x_left,x_right,x,successes,count,probability
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,27,1.4705882352941178,1.6176470588235299,1.5426539349166404,1395.0,52146.0,0.026751812219537454
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,27,1.4705882352941178,1.6176470588235299,1.5426539349166404,2408.0,52146.0,0.04617803858397576
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,27,1.4705882352941178,1.6176470588235299,1.5426539349166404,3242.0,52146.0,0.06217159513673148
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,27,1.4705882352941178,1.6176470588235299,1.5426539349166404,3740.0,52146.0,0.07172170444521152
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,4016.0,45159.0,0.088930224318519
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,351.0,45159.0,0.007772537035806816
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,821.0,45159.0,0.018180207710533892
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,1493.0,45159.0,0.03306096237737771
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,2130.0,45159.0,0.047166677738656744
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,28,1.6176470588235299,1.7647058823529411,1.6894147020157237,2488.0,45159.0,0.05509422263557652
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,2633.0,38472.0,0.06843938448741942
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,197.0,38472.0,0.005120607194843003
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,478.0,38472.0,0.012424620503223124
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,922.0,38472.0,0.023965481389062175
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,1362.0,38472.0,0.035402370555208985
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,29,1.7647058823529411,1.9117647058823533,1.8361142666048036,1633.0,38472.0,0.04244645456435849
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,30,1.9117647058823533,2.0588235294117645,1.982541010066566,1470.0,31652.0,0.046442562871224564
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,30,1.9117647058823533,2.0588235294117645,1.982541010066566,87.0,31652.0,0.0027486414760520663
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,30,1.9117647058823533,2.0588235294117645,1.982541010066566,207.0,31652.0,0.006539871098192847
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,30,1.9117647058823533,2.0588235294117645,1.982541010066566,453.0,31652.0,0.014311891823581448
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,30,1.9117647058823533,2.0588235294117645,1.982541010066566,689.0,31652.0,0.021767976747124985
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,30,1.9117647058823533,2.0588235294117645,1.982541010066566,848.0,31652.0,0.02679135599646152
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,690.0,25700.0,0.026848249027237352
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,42.0,25700.0,0.0016342412451361868
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,88.0,25700.0,0.003424124513618677
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,156.0,25700.0,0.006070038910505836
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,269.0,25700.0,0.01046692607003891
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,31,2.0588235294117645,2.2058823529411766,2.1298156129048103,338.0,25700.0,0.013151750972762647
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,32,2.2058823529411766,2.3529411764705888,2.2748371993438257,240.0,21161.0,0.01134161901611455
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,32,2.2058823529411766,2.3529411764705888,2.2748371993438257,19.0,21161.0,0.0008978781721090686
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,32,2.2058823529411766,2.3529411764705888,2.2748371993438257,23.0,21161.0,0.0010869051557109777
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,32,2.2058823529411766,2.3529411764705888,2.2748371993438257,39.0,21161.0,0.0018430130901186145
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,32,2.2058823529411766,2.3529411764705888,2.2748371993438257,72.0,21161.0,0.003402485704834365
