export_version,figure,panel,panel_title,plot_order,group,method,scenario,kappa,m,x,y,x_left,x_right,value,probability,count,style_key,label
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.3669401074639397,0.005,0.2941176470588238,0.4411764705882355,0.005,0.005,1800.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,0.2882158098208927,0.031,0.1470588235294117,0.2941176470588238,0.031,0.031,1000.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,0.2882158098208927,0.022,0.1470588235294117,0.2941176470588238,0.022,0.022,1000.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,0.2882158098208927,0.025,0.1470588235294117,0.2941176470588238,0.025,0.025,1000.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,0.2882158098208927,0.026,0.1470588235294117,0.2941176470588238,0.026,0.026,1000.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.2882158098208927,0.028,0.1470588235294117,0.2941176470588238,0.028,0.028,1000.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.2882158098208927,0.028,0.1470588235294117,0.2941176470588238,0.028,0.028,1000.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,0.09809482733734336,0.15294117647058825,0.0,0.1470588235294117,0.15294117647058825,0.15294117647058825,1700.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,0.09809482733734336,0.01,0.0,0.1470588235294117,0.01,0.01,1700.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,0.09809482733734336,0.027647058823529413,0.0,0.1470588235294117,0.027647058823529413,0.027647058823529413,1700.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,0.09809482733734336,0.058823529411764705,0.0,0.1470588235294117,0.058823529411764705,0.058823529411764705,1700.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.09809482733734336,0.09411764705882353,0.0,0.1470588235294117,0.09411764705882353,0.09411764705882353,1700.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.09809482733734336,0.12,0.0,0.1470588235294117,0.12,0.12,1700.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,-0.007951372510516213,1.0,-0.1470588235294117,0.0,1.0,1.0,1100.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,-0.007951372510516213,0.04454545454545455,-0.1470588235294117,0.0,0.04454545454545455,0.04454545454545455,1100.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,-0.007951372510516213,0.12363636363636364,-0.1470588235294117,0.0,0.12363636363636364,0.12363636363636364,1100.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,-0.007951372510516213,0.23363636363636364,-0.1470588235294117,0.0,0.23363636363636364,0.23363636363636364,1100.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,-0.007951372510516213,0.44,-0.1470588235294117,0.0,0.44,0.44,1100.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,-0.007951372510516213,0.6327272727272727,-0.1470588235294117,0.0,0.6327272727272727,0.6327272727272727,1100.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,-0.19403771250988583,1.0,-0.2941176470588234,-0.1470588235294117,1.0,1.0,1600.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,-0.19403771250988583,0.0975,-0.2941176470588234,-0.1470588235294117,0.0975,0.0975,1600.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,-0.19403771250988583,0.28375,-0.2941176470588234,-0.1470588235294117,0.28375,0.28375,1600.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,-0.19403771250988583,0.57125,-0.2941176470588234,-0.1470588235294117,0.57125,0.57125,1600.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,-0.19403771250988583,0.813125,-0.2941176470588234,-0.1470588235294117,0.813125,0.813125,1600.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,-0.19403771250988583,0.953125,-0.2941176470588234,-0.1470588235294117,0.953125,0.953125,1600.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,-0.3061485144854845,1.0,-0.44117647058823506,-0.2941176470588234,1.0,1.0,1200.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,-0.3061485144854845,0.2,-0.44117647058823506,-0.2941176470588234,0.2,0.2,1200.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,-0.3061485144854845,0.4825,-0.44117647058823506,-0.2941176470588234,0.4825,0.4825,1200.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,-0.3061485144854845,0.795,-0.44117647058823506,-0.2941176470588234,0.795,0.795,1200.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,-0.3061485144854845,0.9258333333333333,-0.44117647058823506,-0.2941176470588234,0.9258333333333333,0.9258333333333333,1200.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,-0.3061485144854845,0.9883333333333333,-0.44117647058823506,-0.2941176470588234,0.9883333333333333,0.9883333333333333,1200.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,-0.47956519230787326,1.0,-0.588235294117647,-0.44117647058823506,1.0,1.0,1400.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,-0.47956519230787326,0.31642857142857145,-0.588235294117647,-0.44117647058823506,0.31642857142857145,0.31642857142857145,1400.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,-0.47956519230787326,0.6278571428571429,-0.588235294117647,-0.44117647058823506,0.6278571428571429,0.6278571428571429,1400.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
