seed,dataset,model,approach,train_size,test_size,n_train,n_test,n_test_normal,n_test_anomaly,actual_anomaly_rate,fdr,power,severity,weight_mode,target_test_probability,propensity_mean,propensity_std,propensity_min_observed,propensity_max_observed,normal_test_assignment_rate,target_test_size,n_normal_rejection_pool,n_normal_accepted_pool,n_anomaly_accepted_pool,oracle_calib_weight_mean,oracle_calib_weight_std,oracle_calib_weight_min,oracle_calib_weight_max,oracle_calib_weight_ess,oracle_test_weight_mean,oracle_test_weight_std,oracle_test_weight_min,oracle_test_weight_max,oracle_test_weight_ess,used_calib_weight_mean,used_calib_weight_std,used_calib_weight_min,used_calib_weight_max,used_calib_weight_ess,used_test_weight_mean,used_test_weight_std,used_test_weight_min,used_test_weight_max,used_test_weight_ess
8,vowels,inne,empirical_randomized_weighted,677,376,677,376,357,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,0.9922801576042806,0.290458760621537,0.5600822440112313,1.6692556136180239,623.569956395587,1.086289307034597,0.3054985368400668,0.5600822440112313,1.6692556136180239,348.44140830440153
8,vowels,inne,empirical_weighted,677,376,677,376,357,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,0.9922801576042806,0.290458760621537,0.5600822440112313,1.6692556136180239,623.569956395587,1.086289307034597,0.3054985368400668,0.5600822440112313,1.6692556136180239,348.44140830440153
8,vowels,inne,probabilistic,677,376,677,376,357,19,0.051,0.0,0.105,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
8,vowels,inne,probabilistic_weighted,677,376,677,376,357,19,0.051,0.0,0.105,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,0.9922801576042806,0.290458760621537,0.5600822440112313,1.6692556136180239,623.569956395587,1.086289307034597,0.3054985368400668,0.5600822440112313,1.6692556136180239,348.44140830440153
9,vowels,inne,empirical,697,368,697,368,350,18,0.049,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,,,,,0.0,,,,,0.0
9,vowels,inne,empirical_randomized,697,368,697,368,350,18,0.049,0.0,0.222,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,,,,,0.0,,,,,0.0
9,vowels,inne,empirical_randomized_weighted,697,368,697,368,350,18,0.049,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,0.9972362877381792,0.24783792917734915,0.6503080488266768,1.5366466123590985,656.4543798949964,1.0592315288847653,0.24957876600645526,0.6503080488266768,1.5366466123590985,348.6439979084882
9,vowels,inne,empirical_weighted,697,368,697,368,350,18,0.049,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,0.9972362877381792,0.24783792917734915,0.6503080488266768,1.5366466123590985,656.4543798949964,1.0592315288847653,0.24957876600645526,0.6503080488266768,1.5366466123590985,348.6439979084882
9,vowels,inne,probabilistic,697,368,697,368,350,18,0.049,0.0,0.056,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,,,,,0.0,,,,,0.0
9,vowels,inne,probabilistic_weighted,697,368,697,368,350,18,0.049,0.0,0.111,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5042674253200569,368,697,709,28,1.0,0.0,1.0,1.0,697.0,1.0,0.0,1.0,1.0,368.0,0.9972362877381792,0.24783792917734915,0.6503080488266768,1.5366466123590985,656.4543798949964,1.0592315288847653,0.24957876600645526,0.6503080488266768,1.5366466123590985,348.6439979084882
